Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
594,1-Nov-20,andrewab-53453,1," Not good
","People, don't waste your time watching this movie becouse it will be one bad decision, you will regret, I just lost twoo hour's from my life.
I never even see a movie so badly made, actor's, etc.
Why the hell this Director Mister Jason Woliner
will connect Kazakhstan with gipsy and romanian language, plus de virus Covit19. Only to a person that is has no brain will try to put something like this intro a movie. How this stupid movie even get financed...!!!This is absolutely shocking"
595,2-Jun-21,buckeyefanohiostate,7," Trying to live up to The 1st movie is impossible this ones not as good but still a fun time
",Personally i came in knowing there was not way they could top the 1st Borat so to me i really enjoyed this movie And the Rudi part is just great im positive if that would have kept going things would have gotten really weird that man is such a pervert along with his cult leader Donald Trump ! The song he sings at that Trump cult meeting was the funny yet so sad to see so many hateful racist Americans i dont want to spoil anything so i will stop there but man i loved this movie funny how republicans go on about cancel culture but they sure wanted to cancel this movie lol Triggered huh lol.
596,25-Oct-20,hosseinmasumi,3," democratic party agenda
",Unlike the first movie this movie is just democratic party agenda and attacking trump and the republicans . a very weak sequel . it aint funny at all there are some funny moments but in comparison to borat 1 its nothing
597,23-Oct-20,lpittman-430-521576,1," So done with him!
",Don't waste your time. So obviously a set up with professional actors and not the slightest bit funny. The sets are so sparse and staged.
598,25-Nov-20,akira-hideyo,10," Omg... It's so BADass!
",I don't know how Sasha does it but this master prankster comic genius has balls made of kryptonite. You either rise to the media heights of tinsel from an unknown peasant existence before in his movies or come crashing down like a dead star meteorite to ground zero dust if the jokes were on you. Just ask Mr Rudy pants off yet? Hilarious beyond paralysis. Can't wait for his next masterpiece before getting assassinated by sniper bats manufactured by the Wutang labs. All thumbs up! Great job Borat!
599,25-Oct-20,mynameisnabilll,10," Hahahahhahahahahhahahhahahaha
","Cant stop laughing sorry.
This is artistically morbid
Shocking depraving gore but at least it shows how sick is the society nowadays"
600,19-Jan-21,hesham-42971,1," Ewww
","It was supposed to be funny, such a wasting of time"
601,24-Oct-20,akshatmahajan,8," Better than the first
","Borat Subsequent Moviefilm like first part, was fairly amusing."
602,27-Oct-20,Drewboyz,1," Pass
","Firstly WHY??? There was no need for a second movie. The first one was great, so innovative and so damn funny. This second one sorry just doesn't cut it. I think Cohen is relying too much on shock value rather than being genuinely clever and funny."
603,23-Oct-20,virginiab3388,10," Can Borat save the 2020 election?!
","Great success! Releasing this movie a week and a half before the election is comedic timing at its greatest! Super cringe at moments, hilarious at others, all around this movie film was amazing!! Hi five! Also, get out there and vote!"
604,23-Oct-20,mackenzie-miles,4," Just Not That Entertaining
",I was expecting more given the hype. It was basically a 90 minute slow build up to a pretty anti-climactic scene with Rudy Giuliani.
605,26-Oct-20,suchyten,1," Felt let down
","The last Borat was hilarious, this one felt like another Republican hit job from Hollywood."
606,25-Nov-20,SeriousMoviesOnly,10," Way underrated. This movie is brilliant, even better than the original
","It is rare when a sequel beats the original, but it might be the case for this movie. Ignore the negative reviews - those must be some triggered ""conservatives"" (read ""right-wing extemists""). This is an absolutely brilliant and unique movie like no other. Sacha is a genius. Most of the film is a prank footage, and this is what makes this movie so unique and hilarious."
607,25-Oct-20,thethomasfamily-79545,2," Maybe I don't get it
","I am baffled. Is the point of this movie franchise to embarrass people? Like a less funny or clever version of ""Nathan for You""? It's incredibly awkward and I found myself cringing the entire time. There is a great way to do awkward humor and this just made me feel bad for the people who were forced to interact with this incredibly annoying and ridiculous character. 2 stars because of production value"
608,24-Oct-20,bobhog-78892,10," Hilarious, Genius
","In these awful times, just what we needed. Genius, Sasha."
609,8-Nov-20,pazortegaandrade,4," Very political, very controversial but lacks comedy.
","Watching what he has done in the past. This movie just tackles and gets into the political part more than anything, which it was a dissapointment."
610,31-Oct-20,pkacarov-31791,9," Funny and fresh
",I enjoy this movie! For sure it is not the best comedy of the century but can make you laugh.
611,2-Nov-20,alidunford,1," Garbage
",Waste of time! Not even funny. Loved the first movie. But this one was absolute trash.. just wanted some comedy with out the politics.
612,26-Oct-20,vm29982,1," I loved the first one but this one not so much
","I fell on the floor laughing in the first Borat film where Borat and Azamat are naked in the elevator. The whole thing was funny. This time not so much. The dialogue between Borat and his daughter was so frustrating. Him speaking in Hebrew and her answering in Bulgarian for minutes at a time. Getting a fax machine employee to send stupid messages where the guy is clearly smirking at this was just not funny. The Trump hate was clearly in line with the host of late night talk shows and very mundane and repetitive. We get it the media hates him and would rather have you vote for anyone else. Cohen's strength is his subtlety and mastery of language, the ability to twist words. He did not have an opportunity here due to his recognizable face in any outfit. The result is gibberish conversation in two different languages that has no meaning."
613,24-Oct-20,losdubs,2," Waste of time!
","The first Borat movie is one of my favorite comedies of all time. This was the most disappointing sequel I have ever seen. It was just terrible. Very sad, I was so looking forward to watching this movie."
614,24-Oct-20,jenniferlarner,2," First one was great, this was awful
",Just not funny. Don't waste your time. He tries to set people up but it's just not funny anymore
